8.1884,1.111
8.2493,1.0507
8.3102,0.9902
8.3711,0.9296
8.432,0.869
8.4929,0.8083
8.5538,0.7476
8.6147,0.687
8.6757,0.6264
8.7366,0.5659
8.7975,0.5055
88.8584,0.4452
8.8952,0.4014
8.9320,0.3589
8.9688,0.3176
9.0055,0.2774
9.0423,0.2385
9.0791,0.2008
9.1159,0.1644
9.1527,0.1291
9.1895,0.0950
9.2262,0.0622
9.2630,0.0306
9.2998,0.0002
9.3734,-0.0570
9.4469,-0.1094
9.5573,-0.1787
9.5941,-0.1994
9.6676,-0.2372
9.7044,-0.2543
9.7780,-0.2848
9.8148,-0.2982
9.8516,-0.3104
9.9251,-0.3312
9.9619,-0.3397
9.9987,-0.3471
10.0723,-0.3582
10.1091,-0.3619
10.1826,-0.3656
10.2194,-0.3657
10.2930,-0.3622
10.3298,-0.3587
10.3665,-0.3539
10.4401,-0.3407
10.4769,-0.3322
10.5505,-0.3118
10.5872,-0.2997
10.6240,-0.2864
10.6976,-0.2562
10.7344,-0.2393
10.7712,-0.2212
10.8447,-0.1813
10.8815,-0.1595
10.9551,-0.1123
10.9919,-0.0869
11.0654,-0.0324
11.1390,0.0269
11.2126,0.0911
11.2493,0.1250
11.2861,0.1601
11.3229,0.1965
11.3597,0.2340
11.3965,0.2728
11.4333,0.3127
11.4701,0.3539
11.5068,0.3963
11.5436,0.4400
11.5804,0.4848
11.6172,0.5308
11.6540,0.5781
11.6908,0.6266
11.7275,0.6762
11.7643,0.7271
11.8011,0.7793
11.8379,0.8326
11.8747,0.8871
11.9115,0.9429
11.9482,0.9999
11.9850,1.0580
12.0218,1.1174
12.0586,1.1780
12.0954,1.2399
12.1322,1.3029
12.1689,1.3671
12.2057,1.4326
12.2425,1.4993
12.2793,1.5672
12.2563,1.6706
12.2333,1.7729
12.2102,1.8739
12.1872,1.9738
12.1642,2.0724
12.1412,2.1699
12.1181,2.2662
12.0951,2.3612
12.0721,2.4551
12.0491,2.5478
12.0260,2.6392
12.0030,2.7295
11.9800,2.8186
11.9570,2.9064
11.9340,2.9931
11.9109,3.0786
11.8879,3.1629
11.8649,3.2460
11.8419,3.3279
11.8188,3.4086
11.7958,3.4881
11.7728,3.5664
11.7498,3.6435
11.7267,3.7194
11.7037,3.7941
11.6807,3.8676
11.6577,3.9399
11.6346,4.0110
11.6116,4.0809
11.5886,4.1497
11.5656,4.2172
11.5426,4.2835
11.5195,4.3487
11.4965,4.4126
11.4735,4.4753
11.4505,4.5369
11.4274,4.5972
11.4044,4.6563
11.3814,4.7143
11.3584,4.7710
11.3353,4.8266
11.3123,4.8809
11.2893,4.9341
11.2663,4.9861
11.2433,5.0368
11.2202,5.0864
11.1972,5.1348
11.1742,5.1819
11.1512,5.2279
11.1281,5.2727
11.1051,5.3162
11.0821,5.3586
11.0591,5.3998
11.0360,5.4398
11.0130,5.4786
10.9900,5.5162
10.9670,5.5526
10.9440,5.5878
10.9209,5.6218
10.8979,5.6546
10.8749,5.6862
10.8519,5.7166
10.8288,5.7458
10.8058,5.7738
10.7828,5.8006
10.7598,5.8263
10.7367,5.8507
10.7137,5.8739
10.6907,5.8959
10.6677,5.9168
10.6447,5.9364
10.6216,5.9548
10.5986,5.9721
10.5756,5.9881
10.5526,6.0029
10.5295,6.0166
10.5065,6.0290
10.4835,6.0403
10.4605,6.0503
10.4374,6.0592
10.4144,6.0669
10.3914,6.0733
10.3684,6.0786
10.3453,6.0827
10.3223,6.0855
10.2993,6.0872
10.2763,6.0877
10.2533,6.0870
10.2302,6.0850
10.2072,6.0819
10.1842,6.0776
10.1612,6.0721
10.1381,6.0654
10.1151,6.0575
10.0921,6.0484
10.0691,6.0381
10.0460,6.0266
10.0230,6.0139
10.0000,6.0000
